"test name","browser","collection size","time"
"h2, no cache, push","chrome 79",25,0.223
"h2, no cache, push","chrome 79",25,0.281
"h2, no cache, push","chrome 79",25,0.217
"h2, no cache, push","chrome 79",25,0.2
"h2, no cache, push","chrome 79",25,0.216
"h2, no cache, push","chrome 79",25,0.201
"h2, no cache, push","chrome 79",25,0.2
"h2, no cache, push","chrome 79",25,0.217
"h2, no cache, push","chrome 79",25,0.198
"h2, no cache, push","chrome 79",25,0.211
"h2, no cache, push","chrome 79",25,0.204
"h2, no cache, push","chrome 79",25,0.212
"h2, no cache, push","chrome 79",25,0.198
"h2, no cache, push","chrome 79",25,0.215
"h2, no cache, push","chrome 79",25,0.235
"h2, no cache, push","chrome 79",25,0.57
"h2, no cache, push","chrome 79",25,0.55
